shrid2,pc91_td_area,pc91_td_res_house,pc91_td_p_7andup,pc91_td_p_lit_7andup,pc91_td_tot_work_p,pc91_td_mainwork_p,pc91_td_margwork_p,pc91_td_non_work_p,pc91_td_workers_non_per1000,pc91_td_p_sc,pc91_td_p_st,pc91_td_avg_rain,pc91_td_max_temp,pc91_td_min_temp,pc91_td_sh_dist,pc91_td_dh_dist,pc91_td_sd_dist,pc91_td_rail_dist,pc91_td_tap,pc91_td_well,pc91_td_tank,pc91_td_tube_well,pc91_td_stor_cap_tank,pc91_td_stor_cap_res,pc91_td_stor_cap_rivergal,pc91_td_stor_cap_wellpump,pc91_td_stor_cap_pressuretank,pc91_td_el_dom,pc91_td_el_ind,pc91_td_el_com,pc91_td_el_road_l,pc91_td_el_others,pc91_td_p_road,pc91_td_k_road,pc91_td_tot_road,pc91_td_dist_f_ser,pc91_td_sewage_sewer,pc91_td_sewage_opendrain,pc91_td_sewage_boxdrain,pc91_td_sewage_sylkdrain,pc91_td_sewage_cess,pc91_td_sewage_pit,pc91_td_sewage_other,pc91_td_water_bor,pc91_td_service,pc91_td_lat_oth,pc91_td_nsoil_head,pc91_td_nsoil_basket,pc91_td_nsoil_wb,pc91_td_nsoil_septic,pc91_td_nsoil_sewerage,pc91_td_nsoil_pit,pc91_td_nsoil_other,pc91_td_hospitals,pc91_td_disp,pc91_td_health_ctr,pc91_td_f_w_ctr,pc91_td_nur_homes,pc91_td_med_oth,pc91_td_tot_beds,pc91_td_primary,pc91_td_middle,pc91_td_secondary,pc91_td_s_sec,pc91_td_vt_inst,pc91_td_polytech,pc91_td_arts,pc91_td_science,pc91_td_commerce,pc91_td_medical,pc91_td_engg,pc91_td_law,pc91_td_adult_cnt,pc91_td_n_hostels,pc91_td_n_seats,pc91_td_stadium,pc91_td_cinema,pc91_td_auditorium,pc91_td_p_lib,pc91_td_r_rooms,pc91_td_banks,pc91_td_a_c_soc,pc91_td_n_a_c_soc,pc91_td_inc_8889,pc91_td_exp_8889,pc91_td_joint_muni,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share
01-23-43-00-44307000,3.35,857.0,4090.0,2825.0,1104.0,1061.0,43.0,3803.0,3584.0,897.0,814.0,1187.13,31.3,16.6,254.0,35.0,8.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,91.0,3.0,10.0,28.0,0.0,2.0,2.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,20300.0,16600.0,,0.0,0.0,1.0,1.0
01-23-43-00-44311000,4.88,2278.0,8960.0,5841.0,2757.0,2727.0,30.0,8498.0,3116.0,2730.0,2002.0,1187.13,31.3,16.6,289.0,70.0,22.0,22.0,3.0,3.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,2350.0,4.0,25.0,200.0,3.0,4.4,4.0,8.4,39.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0,100.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,116600.0,84300.0,,0.0,0.0,1.0,1.0
01-23-43-00-44314000,2.5,994.0,4589.0,3166.0,1199.0,1175.0,24.0,4292.0,3653.0,1411.0,618.0,1187.13,31.3,16.6,253.0,35.0,8.0,1.0,3.0,3.0,0.0,0.0,725000.0,0.0,0.0,0.0,0.0,117.0,10.0,47.0,52.0,1.0,5.0,0.0,5.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,221800.0,36300.0,,0.0,0.0,1.0,1.0
01-24-06-00-40607000,10.48,7001.0,30319.0,28731.0,9668.0,9515.0,153.0,25892.0,2721.0,5091.0,239.0,503.0,45.4,8.0,16.0,16.0,16.0,0.0,3.0,0.0,0.0,3.0,830000.0,0.0,0.0,0.0,0.0,6000.0,4.0,50.0,628.0,0.0,8.0,3.5,11.5,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6000.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,12.0,13.0,0.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,861000.0,855800.0,,0.0,0.0,1.0,1.0
01-24-06-00-40608000,5.09,1707.0,6890.0,6143.0,2504.0,2430.0,74.0,5796.0,2385.0,392.0,21.0,503.0,45.4,8.0,15.0,15.0,15.0,7.0,3.0,3.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,2500.0,10.0,225.0,58.0,0.0,5.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,428.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,291600.0,181400.0,,0.0,0.0,1.0,1.0
01-24-07-00-40703000,3.55,6267.0,25777.0,22477.0,8438.0,8374.0,64.0,21512.0,2569.0,1115.0,460.0,576.6,45.4,8.0,20.0,15.0,15.0,0.0,3.0,0.0,0.0,3.0,500000.0,0.0,0.0,0.0,0.0,4500.0,2.0,300.0,300.0,0.0,20.0,15.0,35.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,1.0,0.0,4.0,0.0,20.0,4.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1090200.0,758500.0,,0.0,0.0,1.0,1.0
01-24-07-00-40705000,5.68,12134.0,51542.0,44887.0,16552.0,16486.0,66.0,43985.0,2668.0,5031.0,415.0,576.6,45.4,8.0,22.0,8.0,8.0,2.0,3.0,0.0,0.0,3.0,500500.0,0.0,0.0,0.0,0.0,600.0,9.0,100.0,650.0,0.0,6.0,5.0,11.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,5580.0,43.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,12.0,0.0,70.0,15.0,0.0,7.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,2709000.0,2795800.0,,0.0,0.0,1.0,1.0
01-24-07-00-40706000,4.05,7135.0,29401.0,25945.0,9996.0,9926.0,70.0,24671.0,2485.0,693.0,37.0,576.6,45.4,8.0,27.0,10.0,10.0,0.0,3.0,0.0,0.0,3.0,50000.0,0.0,0.0,0.0,0.0,6000.0,500.0,400.0,333.0,0.0,7.0,0.0,7.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5063.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0,7.0,0.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1059100.0,1226400.0,,0.0,0.0,1.0,1.0
01-24-07-00-40707000,4.41,12885.0,54607.0,49091.0,18136.0,17971.0,165.0,44112.0,2455.0,1140.0,199.0,576.6,45.4,8.0,31.0,12.0,12.0,1.0,3.0,0.0,0.0,3.0,55000.0,0.0,0.0,0.0,0.0,13000.0,500.0,500.0,700.0,0.0,10.0,9.0,19.0,12.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,65.0,18.0,0.0,10.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2108200.0,1690200.0,,0.0,0.0,1.0,1.0
01-24-07-00-40708000,2.1,5029.0,20715.0,19374.0,7004.0,6980.0,24.0,16514.0,2366.0,405.0,63.0,604.0,35.0,10.0,33.0,10.0,10.0,2.0,3.0,0.0,0.0,3.0,60000.0,0.0,0.0,5000.0,0.0,5200.0,0.0,250.0,350.0,0.0,12.0,3.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3018.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1632500.0,1601500.0,,0.0,0.0,1.0,1.0
01-24-07-00-40709000,4.22,2723.0,10364.0,8892.0,3587.0,3587.0,0.0,8504.0,2371.0,210.0,251.0,604.0,35.0,10.0,35.0,11.0,11.0,0.0,3.0,0.0,0.0,3.0,750000.0,0.0,0.0,0.0,0.0,1000.0,0.0,5.0,150.0,0.0,2.0,0.5,2.5,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,882600.0,825200.0,,0.0,0.0,1.0,1.0
01-24-07-00-40711000,12.35,18533.0,79777.0,68145.0,27155.0,27079.0,76.0,64961.0,2399.0,5633.0,446.0,604.0,35.0,10.0,33.0,9.0,9.0,5.0,3.0,0.0,0.0,3.0,920000.0,0.0,0.0,100000.0,0.0,10000.0,0.0,400.0,1000.0,0.0,20.0,0.5,20.5,9.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,10000.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,15.0,0.0,45.0,12.0,0.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1954300.0,1621100.0,,0.0,0.0,1.0,1.0
01-24-07-00-40712000,10.94,1944.0,7948.0,5012.0,3097.0,3078.0,19.0,6749.0,2193.0,779.0,125.0,431.0,43.1,8.4,38.0,10.0,10.0,2.0,3.0,0.0,0.0,3.0,100000.0,0.0,0.0,0.0,0.0,2500.0,0.0,150.0,225.0,45.0,7.0,0.5,7.5,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,261300.0,269200.0,,0.0,0.0,1.0,1.0
01-24-07-00-40715000,8.51,2345.0,9519.0,7460.0,3428.0,3410.0,18.0,7753.0,2274.0,549.0,7.0,576.6,45.4,8.0,28.0,12.0,12.0,5.0,3.0,0.0,0.0,3.0,143500.0,0.0,0.0,0.0,0.0,4000.0,5.0,25.0,250.0,0.0,8.0,6.0,14.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,20.0,1.0,1.0,2.0,0.0,24.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,501300.0,358200.0,,0.0,0.0,1.0,1.0
01-24-10-00-41004000,2.77,2631.0,11405.0,5957.0,4146.0,3940.0,206.0,10242.0,2599.0,2487.0,0.0,250.0,33.6,15.6,505.0,168.0,24.0,11.0,3.0,3.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,4000.0,8.0,300.0,150.0,0.0,2.0,9.0,11.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,117500.0,100100.0,,0.0,0.0,1.0,1.0
01-24-10-00-41010000,4.83,2033.0,10537.0,2812.0,3831.0,3756.0,75.0,9274.0,2469.0,968.0,175.0,935.0,32.5,22.0,342.0,5.0,5.0,0.0,3.0,0.0,0.0,3.0,20000.0,0.0,0.0,0.0,0.0,578.0,7.0,60.0,300.0,0.0,2.0,4.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,586100.0,460200.0,,0.0,0.0,1.0,1.0
01-24-10-00-41011000,4.27,3285.0,14927.0,10113.0,5128.0,5099.0,29.0,12869.0,2524.0,1142.0,377.0,456.0,40.2,6.0,336.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,4000.0,200.0,150.0,400.0,100.0,0.0,7.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3008.0,3.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,84400.0,75900.0,,0.0,0.0,1.0,1.0
01-24-11-00-41103000,35.85,2941.0,13038.0,6992.0,5946.0,5813.0,133.0,9688.0,1667.0,2201.0,0.0,795.0,39.0,20.0,410.0,100.0,7.0,7.0,3.0,0.0,0.0,3.0,375000.0,0.0,0.0,0.0,0.0,1072.0,57.0,150.0,450.0,218.0,8.0,4.0,12.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,773500.0,553200.0,,0.0,0.0,1.0,1.0
01-24-12-00-41204000,3.62,2773.0,13754.0,11730.0,4357.0,4243.0,114.0,11546.0,2721.0,460.0,22.0,879.0,44.4,10.0,358.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,3000.0,50.0,250.0,196.0,0.0,10.0,0.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,156000.0,222700.0,,0.0,0.0,1.0,1.0
01-24-20-00-42002000,15.22,1940.0,9220.0,6826.0,3228.0,3051.0,177.0,7488.0,2454.0,654.0,26.0,709.0,42.6,3.1,410.0,52.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,2000.0,100.0,480.0,251.0,215.0,6.0,9.0,15.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,52.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,898000.0,730000.0,,0.0,0.0,1.0,1.0
01-24-22-00-42208000,2.91,1801.0,7224.0,5201.0,2916.0,2885.0,31.0,5757.0,1995.0,1464.0,1692.0,1505.4,44.4,8.7,312.0,6.0,6.0,0.0,3.0,3.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,1250.0,2.0,5.0,81.0,60.0,3.0,1.0,4.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,167800.0,140200.0,,0.0,0.0,1.0,1.0
01-24-24-00-42403000,9.55,2506.0,10795.0,8484.0,4315.0,4291.0,24.0,8641.0,2014.0,183.0,2902.0,1829.7,41.0,23.0,327.0,44.0,2.0,2.0,3.0,0.0,0.0,3.0,190000.0,0.0,0.0,0.0,0.0,2900.0,500.0,35.0,165.0,39.0,6.4,5.5,11.9,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1200.0,0.0,150.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,280500.0,259200.0,,0.0,0.0,1.0,1.0
01-24-25-00-42503000,2.83,2363.0,10232.0,8373.0,3478.0,3434.0,44.0,8574.0,2497.0,518.0,3468.0,2102.0,42.0,9.0,374.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,15000.0,0.0,0.0,0.0,0.0,2850.0,11.0,37.0,316.0,0.0,7.0,0.0,7.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,310.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,159000.0,180700.0,,0.0,0.0,1.0,1.0
01-24-25-00-42505000,6.24,2606.0,11038.0,8790.0,4196.0,4037.0,159.0,8785.0,2176.0,982.0,6161.0,2273.7,42.0,9.0,376.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,100000.0,0.0,0.0,0.0,0.0,600.0,50.0,2.0,116.0,11.0,6.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,25.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,91600.0,91800.0,,0.0,0.0,1.0,1.0
01-24-25-00-42514000,21.66,998.0,5562.0,3303.0,2346.0,2097.0,249.0,4367.0,2082.0,457.0,13.0,500.0,40.0,20.0,443.0,85.0,15.0,0.0,0.0,3.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,700.0,30.0,98.0,300.0,242.0,3.0,4.0,7.0,33.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,35.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,28.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,549500.0,549600.0,,0.0,0.0,1.0,1.0
01-27-09-00-40911000,10.7,1408.0,4453.0,3256.0,1701.0,1674.0,27.0,3957.0,2364.0,1146.0,868.0,1213.0,47.3,11.0,980.0,82.0,45.0,45.0,3.0,0.0,0.0,0.0,0.0,325000.0,0.0,0.0,0.0,290.0,5.0,93.0,1282.0,0.0,5.0,2.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0
01-27-26-00-42608000,4.59,1477.0,6338.0,4100.0,1966.0,1828.0,138.0,5718.0,3128.0,3515.0,78.0,549.0,41.8,20.4,303.0,67.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.0,0.0,0.0,13.0,0.0,0.0,10.0,10.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43300.0,10000.0,,0.0,0.0,1.0,1.0
01-27-35-00-43502000,13.24,1756.0,5901.0,3879.0,2401.0,2201.0,200.0,5021.0,2281.0,1301.0,28.0,863.0,40.0,20.0,410.0,58.0,18.0,50.0,3.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,1708.0,0.0,0.0,350.0,0.0,2.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,34000.0,30400.0,,0.0,0.0,1.0,1.0
01-28-04-00-40408000,11.65,3383.0,21921.0,15454.0,9239.0,9188.0,51.0,17623.0,1918.0,2504.0,100.0,1070.8,,,32.0,28.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1682000.0,0.0,0.0,2620.0,206.0,450.0,1222.0,551.0,6.0,8.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,5.0,40.0,7.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,10.0,2366200.0,2238000.0,,0.0,0.0,1.0,1.0
01-28-04-00-40410000,25.87,10171.0,38153.0,24368.0,13973.0,13942.0,31.0,32156.0,2306.0,6386.0,524.0,951.4,,,32.0,28.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1022000.0,0.0,0.0,6130.0,140.0,350.0,20.0,5820.0,15.0,5.0,20.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,40.0,8.0,6.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,3003500.0,4947600.0,,0.0,0.0,1.0,1.0
01-28-06-00-40602000,108.15,14318.0,59517.0,36212.0,22360.0,22251.0,109.0,49960.0,2245.0,6715.0,2089.0,590.0,43.0,29.0,7.0,7.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,1365000.0,0.0,0.0,5168.0,111.0,154.0,2185.0,278.0,84.0,83.0,167.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5381.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,50.0,25.0,3.0,2.0,1.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,8287000.0,7005700.0,,0.0,0.0,1.0,1.0
01-28-06-00-40603000,43.69,40533.0,155336.0,105714.0,60213.0,59875.0,338.0,126750.0,2117.0,16634.0,3380.0,743.5,42.0,27.0,14.0,14.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2093000.0,0.0,0.0,7700.0,734.0,924.0,1207.0,,120.0,275.0,395.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,44.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,60.0,15.0,18.0,12.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,10.0,1.0,0.0,14909900.0,13568800.0,,0.0,0.0,1.0,1.0
01-28-06-00-40604000,46.87,22615.0,87407.0,53580.0,34629.0,34537.0,92.0,71962.0,2084.0,8076.0,1471.0,772.2,42.4,9.1,24.0,24.0,0.0,7.0,3.0,0.0,0.0,3.0,1820000.0,0.0,0.0,0.0,0.0,12870.0,1456.0,920.0,4435.0,,40.0,54.0,94.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,925.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,18.0,0.0,0.0,6.0,0.0,40.0,16.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,6452000.0,5632000.0,,0.0,0.0,1.0,1.0
